2.03899e-10 0.000208834 4.83805e-08
2.04e-10 0.000204101 4.79399e-08
2.04102e-10 0.000201066 4.78883e-08
2.04203e-10 0.000199541 4.80631e-08
2.04304e-10 0.00019919 4.83185e-08
2.04405e-10 0.000199562 4.85331e-08
2.04507e-10 0.000200134 4.86067e-08
2.04608e-10 0.000200358 4.845e-08
2.04709e-10 0.000199722 4.79685e-08
2.0481e-10 0.000197798 4.70468e-08
2.04912e-10 0.000194302 4.55393e-08
2.05013e-10 0.000189133 4.32748e-08
2.05114e-10 0.000182413 4.00782e-08
2.05216e-10 0.000174501 3.58152e-08
2.05317e-10 0.000165997 3.04577e-08
2.05418e-10 0.000157729 2.41678e-08
2.05519e-10 0.000150719 1.73914e-08
2.05621e-10 0.000146132 1.09499e-08
2.05722e-10 0.000145217 6.11513e-09
2.05823e-10 0.000149228 4.65227e-09
2.05924e-10 0.000159349 8.8139e-09
2.06026e-10 0.000176609 2.1274e-08
2.06127e-10 0.000201808 4.49933e-08
2.06228e-10 0.000235447 8.3016e-08
2.0633e-10 0.000277677 1.38205e-07
2.06431e-10 0.000328261 2.12931e-07
2.06532e-10 0.000386561 3.08747e-07
2.06633e-10 0.000451543 4.26069e-07
2.06735e-10 0.000521812 5.63908e-07
2.06836e-10 0.000595664 7.19695e-07
2.06937e-10 0.000671158 8.89222e-07
2.07038e-10 0.000746208 1.06674e-06
2.0714e-10 0.000818684 1.2452e-06
2.07241e-10 0.000886526 1.41675e-06
2.07342e-10 0.000947852 1.57326e-06
2.07444e-10 0.00100107 1.7071e-06
2.07545e-10 0.00104496 1.81192e-06
2.07646e-10 0.00107879 1.8835e-06
2.07747e-10 0.00110235 1.92056e-06
2.07849e-10 0.00111601 1.92537e-06
2.0795e-10 0.0011207 1.90428e-06
2.08051e-10 0.00111796 1.86791e-06
2.08152e-10 0.00110983 1.83104e-06
2.08254e-10 0.00109881 1.8122e-06
2.08355e-10 0.00108778 1.83288e-06
2.08456e-10 0.00107984 1.91647e-06
2.08557e-10 0.00107821 2.08686e-06
2.08659e-10 0.00108608 2.36689e-06
2.0876e-10 0.00110645 2.77672e-06
2.08861e-10 0.00114199 3.3322e-06
2.08963e-10 0.0011949 4.04333e-06
2.09064e-10 0.00126679 4.913e-06
2.09165e-10 0.00135859 5.93614e-06
2.09266e-10 0.00147048 7.09917e-06
2.09368e-10 0.00160185 8.38004e-06
2.09469e-10 0.00175131 9.74877e-06
2.0957e-10 0.00191673 1.11685e-05
2.09671e-10 0.00209527 1.2597e-05
2.09773e-10 0.00228353 1.39885e-05
2.09874e-10 0.00247765 1.5296e-05
2.09975e-10 0.00267345 1.64735e-05
2.10077e-10 0.00286658 1.74784e-05
2.10178e-10 0.00305271 1.82738e-05
2.10279e-10 0.00322767 1.88303e-05
2.1038e-10 0.00338758 1.91277e-05
2.10482e-10 0.00352901 1.91563e-05
2.10583e-10 0.00364909 1.89172e-05
2.10684e-10 0.0037456 1.84223e-05
2.10785e-10 0.00381701 1.76938e-05
2.10887e-10 0.00386256 1.6763e-05
2.10988e-10 0.00388223 1.56688e-05
2.11089e-10 0.00387679 1.44555e-05
2.11191e-10 0.00384768 1.31705e-05
2.11292e-10 0.00379704 1.18621e-05
2.11393e-10 0.0037276 1.05772e-05
2.11494e-10 0.0036426 9.35846e-06
2.11596e-10 0.00354573 8.24299e-06
2.11697e-10 0.00344098 7.26031e-06
2.11798e-10 0.00333259 6.43134e-06
2.11899e-10 0.00322488 5.76765e-06
2.12001e-10 0.00312219 5.27138e-06
2.12102e-10 0.00302873 4.93559e-06
2.12203e-10 0.00294849 4.74514e-06
2.12304e-10 0.00288509 4.67804e-06
2.12406e-10 0.0028417 4.70704e-06
2.12507e-10 0.00282095 4.80154e-06
2.12608e-10 0.00282479 4.92964e-06
2.1271e-10 0.00285445 5.06009e-06
2.12811e-10 0.00291039 5.16431e-06
2.12912e-10 0.00299222 5.21801e-06
2.13013e-10 0.00309871 5.20259e-06
2.13115e-10 0.00322779 5.10615e-06
2.13216e-10 0.00337661 4.92402e-06
2.13317e-10 0.00354158 4.65884e-06
2.13418e-10 0.00371847 4.32015e-06
2.1352e-10 0.00390253 3.92358e-06
2.13621e-10 0.00408866 3.48959e-06
2.13722e-10 0.00427151 3.04196e-06
2.13824e-10 0.00444573 2.60609e-06
2.13925e-10 0.00460608 2.20711e-06
2.14026e-10 0.00474764 1.86817e-06
2.14127e-10 0.00486598 1.60875e-06
2.14229e-10 0.00495731 1.4433e-06
2.1433e-10 0.00501862 1.38022e-06
2.14431e-10 0.0050478 1.42126e-06
2.14532e-10 0.00504366 1.56143e-06
2.14634e-10 0.00500609 1.78934e-06
2.14735e-10 0.00493594 2.08804e-06
2.14836e-10 0.00483509 2.43629e-06
2.14938e-10 0.00470638 2.81014e-06
2.15039e-10 0.00455346 3.18473e-06
2.1514e-10 0.00438074 3.53621e-06
2.15241e-10 0.00419323 3.84357e-06
2.15343e-10 0.00399632 4.09042e-06
2.15444e-10 0.00379569 4.2663e-06
2.15545e-10 0.00359704 4.36778e-06
2.15646e-10 0.00340597 4.39888e-06
2.15748e-10 0.00322773 4.37112e-06
2.15849e-10 0.00306707 4.30291e-06
2.1595e-10 0.00292809 4.21852e-06
2.16051e-10 0.00281406 4.14651e-06
2.16153e-10 0.00272736 4.1178e-06
2.16254e-10 0.00266933 4.16362e-06
