2e-10 0.000315614 1.21495e-07 0.000240104 6.42786e-08 1.77609e-05 1.63118e-08
2.0162e-10 0.000270572 1.06364e-07 0.000218386 6.50108e-08 2.89411e-06 1.57922e-08
2.03241e-10 0.000117137 3.69474e-08 0.000401351 1.13233e-07 0.000114303 2.60535e-07
2.04861e-10 0.002485 1.36329e-05 0.00120936 3.95183e-06 0.000317827 2.90932e-06
2.06481e-10 0.00304659 8.6698e-06 0.00279125 1.56745e-05 0.000371139 5.33979e-06
2.08102e-10 0.00283393 1.91925e-05 0.00487261 1.93579e-05 0.000325184 4.87143e-06
2.09722e-10 0.0079834 1.33603e-05 0.00626709 8.00044e-06 0.000401892 1.5326e-06
2.11342e-10 0.00935233 1.85967e-05 0.00614034 9.51725e-06 0.000481028 1.55959e-06
2.12963e-10 0.00255013 7.72882e-06 0.00436237 1.92063e-05 0.000379337 5.55238e-06
2.14583e-10 0.00254248 1.71578e-05 0.00234632 1.27077e-05 0.000212634 4.71179e-06
2.16203e-10 0.00143537 7.43391e-06 0.00084745 2.5098e-06 0.000120551 1.49842e-06
2.17824e-10 6.19995e-05 3.39937e-08 0.000250294 3.23639e-08 6.37351e-05 1.27813e-07
2.19444e-10 0.000240859 2.72462e-08 0.000177958 3.32589e-08 9.06095e-06 7.32974e-10
2.21064e-10 0.000194833 2.85139e-08 0.000173734 3.39971e-08 1.15352e-05 5.6294e-10
2.22684e-10 0.000304987 9.39127e-08 0.000103057 2.82115e-08 5.3544e-05 2.13793e-08
2.24305e-10 9.9403e-05 1.40539e-08 4.70122e-05 1.00614e-09 5.47499e-05 1.21075e-08
2.25925e-10 5.53702e-06 2.09548e-09 4.30246e-05 2.0327e-09 1.77103e-05 1.29583e-10
2.27545e-10 2.60317e-05 7.46161e-10 4.71602e-05 1.27674e-09 3.4348e-06 8.77684e-11
2.29166e-10 1.81576e-06 4.61916e-10 3.04062e-05 2.66021e-09 1.76284e-05 9.45438e-10
2.30786e-10 1.45933e-05 2.96087e-10 1.12273e-05 5.21692e-10 2.34357e-05 1.26892e-09
2.32406e-10 3.32186e-05 4.77904e-10 8.06531e-06 9.83308e-11 1.335e-05 1.7749e-10
