2e-10 0.000276497 4.09275e-08 0.000239891 6.42786e-08 6.2422e-06 9.89753e-09
2.0162e-10 0.00025753 5.25745e-08 0.000218184 6.50108e-08 2.26256e-06 5.97947e-09
2.03241e-10 0.000179699 2.09572e-07 0.000400497 1.13233e-07 4.44745e-05 6.19253e-07
2.04861e-10 0.00190452 2.12762e-05 0.00121584 3.95183e-06 0.000135388 7.46423e-06
2.06481e-10 0.00385967 3.63614e-05 0.00280944 1.56745e-05 0.000267046 2.02284e-05
2.08102e-10 0.00254916 3.18717e-06 0.00482017 1.93579e-05 0.000390394 1.97544e-05
2.09722e-10 0.00662065 2.00741e-05 0.00627656 8.00044e-06 0.000512844 2.92038e-06
2.11342e-10 0.0101461 2.69357e-05 0.00611546 9.51725e-06 0.000521331 5.05078e-06
2.12963e-10 0.00359012 3.12628e-05 0.00441462 1.92063e-05 0.000409612 2.14863e-05
2.14583e-10 0.00155602 6.39987e-06 0.00232444 1.27077e-05 0.000227904 1.85799e-05
2.16203e-10 0.00150168 1.43089e-05 0.000847926 2.5098e-06 9.93459e-05 5.50462e-06
2.17824e-10 0.000194243 2.99357e-07 0.000250604 3.23639e-08 2.42156e-05 3.3388e-07
2.19444e-10 0.000176157 1.37624e-08 0.000177966 3.32589e-08 4.9081e-07 4.35552e-09
2.21064e-10 0.000143131 1.56007e-08 0.000173744 3.39971e-08 4.33069e-06 3.9759e-09
2.22684e-10 0.000174718 1.197e-07 0.00010314 2.82115e-08 9.52846e-06 4.30006e-08
2.24305e-10 3.15897e-05 1.48555e-08 4.69896e-05 1.00614e-09 6.33104e-06 1.62828e-08
2.25925e-10 4.79749e-05 3.44338e-09 4.30233e-05 2.0327e-09 9.58044e-07 6.50904e-10
2.27545e-10 3.42056e-05 2.33716e-09 4.71584e-05 1.27674e-09 1.06707e-06 1.61091e-10
2.29166e-10 4.52716e-05 4.28445e-09 3.04025e-05 2.66021e-09 4.37128e-06 3.37843e-09
2.30786e-10 2.19897e-05 7.7999e-09 1.12296e-05 5.21692e-10 4.65166e-06 4.31214e-09
2.32406e-10 4.69545e-06 1.69119e-09 8.06527e-06 9.83308e-11 2.03585e-06 1.03597e-09
2.34027e-10 1.93962e-05 3.16691e-10 1.30471e-05 6.80388e-11 1.04029e-06 4.36326e-10
2.35647e-10 4.19112e-06 1.08961e-10 1.28467e-05 1.01436e-10 2.3696e-06 2.28784e-10
2.37267e-10 1.18469e-05 1.01783e-09 6.99668e-06 2.85463e-10 2.99527e-06 8.69343e-10
2.38888e-10 7.12152e-06 1.71254e-09 1.64368e-06 8.95816e-11 2.51649e-06 1.02956e-09
2.40508e-10 3.21347e-06 2.16825e-09 1.19746e-06 1.01474e-10 3.34494e-06 1.35085e-09
2.42128e-10 2.65055e-05 3.34191e-09 8.64197e-06 6.28852e-10 4.9916e-06 1.6455e-09
2.43749e-10 2.08775e-05 1.60487e-10 2.19959e-05 5.75706e-10 4.07192e-06 4.09321e-10
2.45369e-10 2.12266e-05 7.00147e-11 2.89681e-05 4.93391e-11 1.46333e-06 1.22318e-10
2.46989e-10 3.83039e-05 2.96354e-09 1.88815e-05 8.06613e-10 3.81875e-06 9.30355e-10
2.4861e-10 2.22205e-06 1.05205e-08 5.87076e-06 4.04351e-10 1.36093e-05 6.82907e-09
2.5023e-10 7.74491e-05 4.00227e-08 2.50841e-05 5.37378e-09 2.15168e-05 1.64706e-08
2.5185e-10 0.000162657 3.12127e-08 8.81906e-05 1.4856e-08 1.6179e-05 1.1467e-08
2.53471e-10 0.000131395 4.61669e-09 0.000148273 1.10282e-08 2.69976e-06 1.88274e-09
2.55091e-10 0.000190768 1.91091e-08 0.000137471 1.44717e-08 4.37439e-06 6.83092e-10
2.56711e-10 9.30179e-05 6.75234e-08 6.19332e-05 1.38326e-08 3.77483e-05 2.42079e-08
2.58332e-10 5.53939e-05 2.45215e-07 4.42282e-05 1.37204e-08 8.54956e-05 1.45751e-07
2.59952e-10 0.000601036 9.54093e-07 0.000224402 1.82976e-07 0.000103299 3.1493e-07
2.61572e-10 0.000942764 8.33648e-07 0.000580711 4.22735e-07 6.63768e-05 2.82943e-07
2.63193e-10 0.000922528 1.98884e-07 0.000857199 4.4197e-07 1.36251e-05 5.56676e-08
2.64813e-10 0.00105817 8.43017e-07 0.000754638 5.0841e-07 4.26914e-05 4.77209e-08
2.66433e-10 0.000392928 1.4159e-06 0.000338434 3.42886e-07 0.000245135 5.97692e-07
2.68053e-10 0.000478949 1.01445e-05 0.000339418 7.55763e-07 0.000622737 5.77744e-06
2.69674e-10 0.00537066 9.2132e-05 0.00196035 1.50717e-05 0.00103565 3.27537e-05
2.71294e-10 0.0124489 0.000264898 0.00618506 7.52377e-05 0.00127082 0.00010464
2.72914e-10 0.0162137 0.000184465 0.0130594 0.000213815 0.00131556 0.000212083
2.74535e-10 0.0172246 3.03364e-05 0.0214267 0.000439906 0.00135271 0.000289418
2.76155e-10 0.0183023 0.000878972 0.0292989 0.000722378 0.00143834 0.000268437
2.77775e-10 0.0232572 0.00191609 0.0346761 0.000973661 0.0014549 0.000170065
2.79396e-10 0.0312411 0.00130671 0.0362638 0.00107614 0.00142564 0.000100714
