3e-10 0.274001 0.0859543 0.0824647
3.01e-10 0.279737 0.0158774 0.078505
3.02e-10 0.262442 -0.0501599 0.0713918
3.03e-10 0.225628 -0.104303 0.0617873
3.04e-10 0.175453 -0.1407 0.0505803
3.05e-10 0.119748 -0.156386 0.038796
3.06e-10 0.0667252 -0.151736 0.027476
3.07e-10 0.0235535 -0.130332 0.0175411
3.08e-10 -0.00489885 -0.0981857 0.00966442
3.09e-10 -0.0168308 -0.0624623 0.00418482
3.1e-10 -0.0135844 -0.0300047 0.00108482
3.11e-10 0.000966636 -0.00604764 3.75083e-05
3.12e-10 0.0215018 0.0065785 0.000505603
3.13e-10 0.0424861 0.00763014 0.00186329
3.14e-10 0.0592457 -0.000916091 0.00351089
3.15e-10 0.0686901 -0.0155911 0.00496142
3.16e-10 0.0696186 -0.032305 0.00589036
3.17e-10 0.0626421 -0.0471768 0.00614969
3.18e-10 0.0498118 -0.0571971 0.00575273
3.19e-10 0.0340597 -0.0606481 0.00483825
3.2e-10 0.0185641 -0.0572544 0.00362269
3.21e-10 0.00614577 -0.04807 0.0023485
3.22e-10 -0.0012111 -0.0351463 0.00123673
3.23e-10 -0.00264073 -0.0210532 0.000450211
3.24e-10 0.00155409 -0.0083536 7.21978e-05
3.25e-10 0.0100723 0.000868214 0.000102204
3.26e-10 0.0209509 0.00533997 0.000467457
3.27e-10 0.0319862 0.00474931 0.00104567
3.28e-10 0.0411481 -0.00029835 0.00169326
3.29e-10 0.046917 -0.00847862 0.00227309
3.3e-10 0.0484912 -0.0180467 0.00267708
3.31e-10 0.0458511 -0.0271717 0.00284062
3.32e-10 0.0396883 -0.0342469 0.00274801
3.33e-10 0.0312282 -0.0381318 0.00242923
3.34e-10 0.0219857 -0.0382954 0.00194991
3.35e-10 0.0134987 -0.0348516 0.00139685
3.36e-10 0.00708096 -0.0284894 0.000861784
3.37e-10 0.00363145 -0.0203193 0.00042606
3.38e-10 0.00352384 -0.0116668 0.000148531
3.39e-10 0.00658766 -0.00384874 5.82101e-05
3.4e-10 0.0121758 0.00203011 0.000152372
3.41e-10 0.0193 0.00523008 0.000399845
3.42e-10 0.0268061 0.00546015 0.000748381
3.43e-10 0.0335585 0.00288654 0.00113451
3.44e-10 0.0386049 -0.00192695 0.00149405
3.45e-10 0.0412984 -0.00813044 0.00177167
3.46e-10 0.0413666 -0.0147295 0.00192815
3.47e-10 0.0389208 -0.020734 0.00194473
3.48e-10 0.0344143 -0.0252929 0.00182408
3.49e-10 0.028557 -0.0277998 0.00158833
3.5e-10 0.0222039 -0.0279575 0.00127463
3.51e-10 0.0162333 -0.0257972 0.000929012
3.52e-10 0.01143 -0.0216543 0.000599551
3.53e-10 0.00838976 -0.0161064 0.000329804
3.54e-10 0.00745393 -0.00988495 0.000153273
3.55e-10 0.00868103 -0.00377299 8.95957e-05
3.56e-10 0.0118561 0.00149603 0.000142805
3.57e-10 0.0165333 0.00532644 0.00030172
3.58e-10 0.0221041 0.00732512 0.000542249
3.59e-10 0.0278802 0.00733701 0.000831139
3.6e-10 0.0331796 0.00544965 0.00113059
3.61e-10 0.0374059 0.00196904 0.00140308
3.62e-10 0.0401117 -0.00262773 0.00161585
3.63e-10 0.0410409 -0.00775553 0.0017445
3.64e-10 0.0401471 -0.0127917 0.00177542
3.65e-10 0.037588 -0.0171459 0.00170684
3.66e-10 0.0336987 -0.0203219 0.00154858
3.67e-10 0.0289486 -0.0219663 0.00132054
3.68e-10 0.023886 -0.0218993 0.00105012
3.69e-10 0.0190782 -0.0201269 0.000769068
3.7e-10 0.0150526 -0.0168329 0.000509927
3.71e-10 0.0122443 -0.0123543 0.000302553
3.72e-10 0.0109552 -0.0071421 0.000171027
3.73e-10 0.0113281 -0.00171238 0.000131257
3.74e-10 0.0133372 0.00340671 0.000189486
3.75e-10 0.0167962 0.0077271 0.000341819
3.76e-10 0.0213804 0.0108469 0.000574775
3.77e-10 0.0266618 0.0124865 0.000866766
3.78e-10 0.0321524 0.0125118 0.00119032
3.79e-10 0.0373509 0.0109427 0.00151483
3.8e-10 0.0417887 0.00794835 0.00180947
3.81e-10 0.0450723 0.00382809 0.00204617
3.82e-10 0.0469163 -0.00101719 0.00220217
3.83e-10 0.0471671 -0.006122 0.00226222
3.84e-10 0.0458147 -0.0109974 0.00221993
3.85e-10 0.042992 -0.0151734 0.00207854
3.86e-10 0.0389629 -0.0182384 0.00185074
3.87e-10 0.0340997 -0.0198741 0.00155777
3.88e-10 0.0288523 -0.0198823 0.00122776
3.89e-10 0.0237103 -0.0182017 0.000893481
3.9e-10 0.0191634 -0.0149141 0.000589667
3.91e-10 0.0156605 -0.0102387 0.000350082
3.92e-10 0.013572 -0.00451577 0.000204592
3.93e-10 0.013159 0.00182021 0.000176473
3.94e-10 0.0145499 0.00827473 0.000280171
3.95e-10 0.0177285 0.0143328 0.000519729
3.96e-10 0.0225333 0.0195003 0.000888013
3.97e-10 0.0286682 0.0233442 0.00136682
3.98e-10 0.0357243 0.0255276 0.00192788
3.99e-10 0.04321 0.0258381 0.00253471
4e-10 0.0505883 0.0242061 0.00314511
4.01e-10 0.0573168 0.0207126 0.00371423
4.02e-10 0.0628887 0.0155866 0.00419793
